Name,GP,MIN,PTS,FG_PC,THREEP_Made,THREEP_PC,FTM,FT_PC,REB,AST,STL,BLK,TOV,TARGET_5Yrs
Juwan Howard,65,36.1,17,48.9,0,0,3,66.4,8.4,2.5,0.8,0.2,2.5,1
Tarik Black,63,19,6,57.5,0,0,1,55.1,5.8,0.7,0.3,0.4,0.8,0
Jason Kidd,79,33.8,11.7,38.5,0.9,27.2,2.4,69.8,5.4,7.7,1.9,0.3,3.2,1
Lamond Murray,81,31.6,14.1,40.2,0.8,29.8,2.5,75.4,4.4,1.6,0.9,0.7,2,1
Eddie Jones,64,31,14,46,1.4,37,1.9,72.2,3.9,2,2,0.6,1.2,1
Eric Montross,78,29.7,10,53.4,0,0,2.1,63.5,7.3,0.5,0.4,0.8,1.4,1
Donyell Marshall,72,29,12.6,39.4,1,28.4,2,66.2,5.6,1.5,0.6,1.2,1.6,1
Brian Grant,80,28.6,13.2,51.1,0,25,2.9,63.6,7.5,1.2,0.6,1.4,2,1
Sharone Wright,79,25.9,11.4,46.5,0,0,2.3,64.5,6,0.6,0.5,1.3,1.9,0
Wesley Person,78,23.1,10.4,48.4,1.5,43.6,1,79.2,2.6,1.3,0.6,0.3,1,1
Clifford Rozier,66,22.6,6.8,48.5,0,28.6,1,44.7,7.4,0.7,0.5,0.6,1.4,0
Jalen Rose,81,22.2,8.2,45.4,0.4,31.6,2.1,73.9,2.7,4.8,0.8,0.3,2,1
Tyler Johnson,32,18.8,5.9,41.9,0.6,37.5,1,68.1,2.5,1.3,1,0.3,0.9,0
Khalid Reeves,67,21.8,9.2,44.3,1,39.2,2.1,71.4,2.8,4.3,1.1,0.1,2,1
Chris Childs,53,19.3,5.8,38,0.8,32.8,1,75.3,1.3,4.1,0.8,0.1,1.4,1
Aaron McKie,45,18.4,6.5,44.4,0.2,39.3,1.1,68.5,2.9,2,0.8,0.4,0.9,1
Ryan Lorthridge,37,18.2,7.4,47.5,0.1,21.4,1.5,64.8,1.9,2.7,0.8,0,1.5,0
Derrick Alston,64,16.1,4.7,46.5,0,0,0.9,49.2,3.4,0.5,0.6,0.6,0.8,0
Anthony Tucker,62,15.8,3.9,45.7,0,0,0.8,61.4,2.7,1.1,0.7,0.2,0.9,0
Greg Minor,63,15,6,51.5,0,16.7,1,83.3,2.2,1,0.5,0.3,0.7,1
Eric Piatkowski,81,14.9,7,44.1,0.9,37.4,1.1,78.3,1.6,1,0.5,0.2,0.8,1
B.J. Tyler,55,14.7,3.5,38.1,0.3,31.4,0.6,70,1.1,3.2,0.7,0,1.8,0
Eric Mobley,46,12.8,3.9,59.1,0,100,0.5,48.9,3.3,0.5,0.2,0.6,0.5,0
Monty Williams,41,12.3,3.3,45.1,0,0,0.4,44.7,2.4,1.2,0.5,0.1,1,1
Anthony Miller,46,11.5,4.1,53,0,40,1,61.8,3.3,0.8,0.4,0.1,0.8,1
Howard Eisley,49,11.3,2.4,32.8,0.2,24.3,0.6,77.5,1,1.9,0.4,0.1,1,1
Bill Curley,53,11.2,2.7,43.3,0,0,0.5,75,2.3,0.5,0.4,0.4,0.5,1
Jamie Watson,60,11.2,3.3,50,0.1,26.3,0.6,67.9,1.2,1,0.6,0.2,0.8,0
Tony Dumas,58,10.6,4.6,38.4,0.4,30.1,0.9,64.9,1.1,1,0.2,0.1,0.9,0
Dickey Simpkins,59,9.9,3.5,42.4,0,0,0.8,69.4,2.6,0.6,0.2,0.1,0.8,1
Jim McIlvaine,55,9.7,1.7,47.9,0,0,0.5,68.3,1.9,0.2,0.2,1.1,0.3,1
Dwayne Morton,41,9.6,4.1,38.8,0.2,36,1.4,68.2,1.4,0.4,0.3,0.4,0.7,0
Darrin Hancock,46,9.2,3.3,56.2,0,33.3,0.3,41,1.2,0.7,0.4,0.1,0.7,0
Tim Breaux,42,8.1,3,37.2,0.1,24,0.8,65.3,0.8,0.4,0.3,0.1,0.4,0
Trevor Ruffin,49,6.5,4.8,42.6,0.8,38.4,0.6,71.1,0.5,1,0.3,0,1,0
Brooks Thompson,38,6.5,3.1,39.5,0.5,31,0.2,66.7,0.6,1.1,0.3,0.1,0.7,0
Anfernee Hardaway,82,36.8,16,46.6,0.6,26.7,3,74.2,5.4,6.6,2.3,0.6,3.6,1
Jamal Mashburn,79,36.7,19.2,40.6,1.1,28.4,3.9,69.9,4.5,3.4,1.1,0.2,3.1,1
Nick Van Exel,81,33.3,13.6,39.4,1.5,33.8,1.9,78.1,2.9,5.8,1.1,0.1,1.8,1
Chris Webber,76,32.1,17.5,55.2,0,0,2.5,53.2,9.1,3.6,1.2,2.2,2.7,1
Aaron Gordon,47,17,5.2,44.7,0.3,27.1,0.9,72.1,3.6,0.7,0.5,0.5,0.8,0
Vin Baker,82,31.2,13.5,50.1,0,20,2.9,56.9,7.6,2,0.7,1.4,2,1
Isaiah Rider,79,30.6,16.6,46.8,0.7,36,2.7,81.1,4,2.6,0.7,0.3,2.8,1
Lindsey Hunter,82,26.5,10.3,37.5,0.8,33.3,1.3,73.2,2.3,4.8,1.5,0.1,2.2,1
Chris Mills,79,25.6,9.4,41.9,0.5,31.1,1.7,77.8,5.1,1.6,0.7,0.6,1.1,1
George Lynch,71,24.8,9.6,50.8,0,0,1.4,59.6,5.8,1.4,1.4,0.4,1.2,1
P.J. Brown,79,24.7,5.7,41.5,0,16.7,1.5,75.7,6.2,1.2,0.9,1.2,0.9,1
Calbert Cheaney,65,24.7,12,47,0,4.3,1.9,77,2.9,1.9,1,0.1,1.7,1
Bo Outlaw,37,23.5,6.9,58.7,0,0,1.6,59.2,5.7,1,1,1,0.8,1
Popeye Jones,81,21.9,5.8,47.9,0,0,1,72.9,7.5,1.2,0.8,0.4,1.2,1
Antonio Davis,81,21.4,7.7,50.8,0,0,2.4,64.2,6.2,0.7,0.6,1,1.3,1
Allan Houston,79,19.2,8.5,40.5,0.4,29.9,1.1,82.4,1.5,1.3,0.4,0.2,1.3,1
Harold Ellis,49,18.8,8.7,54.5,0,0,2.2,71.1,3.1,0.6,1.5,0,0.9,0
Rodney Rogers,79,17.8,8.1,43.9,0.4,38,1.6,67.2,2.9,1.3,0.8,0.6,1.7,1
Mitchell Butler,75,17.6,6.9,49.5,0,0,1.4,57.8,3,1,0.7,0.3,1.2,1
Sam Cassell,66,17,6.7,41.8,0.4,29.5,1.4,84.1,2,2.9,0.9,0.1,1.4,1
Bryon Russell,67,16.7,5,48.4,0,9.1,0.9,61.4,2.7,0.8,1,0.3,0.8,1
Darren Morningstar,23,16,4.2,47.6,0,0,0.8,60,3.5,0.7,0.6,0.1,0.8,0
Markel Brown,47,16.6,4.6,36.2,0.4,26.6,1,82.5,2.3,0.8,0.7,0.3,0.6,0
Acie Earl,74,15.5,5.5,40.6,0,0,1.5,67.5,3.3,0.2,0.3,0.7,1,0
Lucious Harris,77,15.1,5.4,42.1,0.1,21.2,1.1,73.1,2,1.4,0.6,0.1,1,1
Scott Burrell,51,15,4.8,41.9,0,33.3,0.9,65.7,2.6,1.2,0.7,0.3,0.9,1
Warren Kidd,68,13,3.6,59.2,0,0,0.7,54.7,3.4,0.3,0.3,0.3,0.7,0
Greg Graham,70,12.7,4.8,40,0,8,1.3,83.6,1.2,0.9,0.9,0.1,0.9,1
Mike Peplowski,55,12.1,3.2,53.9,0,0,0.4,54.5,3.1,0.4,0.3,0.5,0.6,0
Terry Dehere,64,11.9,5.3,37.7,0.4,40.4,1,75.3,1.1,1.2,0.4,0.1,0.9,1
James Robinson,58,11.6,4.8,36.5,0.4,31.5,0.8,67.2,1.3,1.2,0.5,0.3,0.9,1
Corie Blount,67,10.3,3,43.7,0,0,0.7,61.3,2.9,0.8,0.3,0.5,0.8,1
Cleanthony Early,39,16.6,5.4,35.5,0.6,26.2,0.9,75,2.5,0.9,0.6,0.3,1,0
David Wesley,60,9,3.1,36.8,0.2,23.4,0.7,83,0.7,2.1,0.6,0.1,0.9,1
Chris Whitney,40,8.5,1.8,30.5,0.3,33.3,0.3,80,0.7,1.3,0.3,0,0.9,1
Rex Walters,48,8,3.4,52.2,0.3,50,0.6,82.4,0.8,1.5,0.3,0.1,0.6,1
Darnell Mee,38,7.5,1.9,31.8,0.1,20.8,0.3,44.4,0.9,0.4,0.4,0.3,0.5,0
Josh Grant,53,7.2,3,40.4,0.3,27.9,0.4,75.9,1.7,0.5,0.3,0.1,0.6,0
Ervin Johnson,45,6.2,2.6,41.5,0,0,0.6,63,2.6,0.2,0.2,0.5,0.5,1
Brian Davis,68,5.5,1.9,31.7,0,33.3,0.7,73.5,0.8,0.3,0.2,0.1,0.3,0
Eric Riley,47,4.7,1.9,48.6,0,0,0.4,54.1,1.3,0.2,0.1,0.2,0.3,1
Shaquille O'Neal*,81,37.9,23.4,56.2,0,0,5.3,59.2,13.9,1.9,0.7,3.5,3.8,1
Latrell Sprewell,77,35.6,15.4,46.4,0.9,36.9,2.7,74.6,3.5,3.8,1.6,0.7,2.6,1
Christian Laettner,81,34.9,18.2,47.4,0,10,5.7,83.5,8.7,2.8,1.3,1,3.4,1
Tom Gugliotta,81,34.5,14.7,42.6,0.5,28.1,2.2,64.4,9.6,3.8,1.6,0.4,2.8,1
Alonzo Mourning*,78,33.9,21,51.1,0,0,6.3,78.1,10.3,1,0.3,3.5,3,1
LaPhonso Ellis,82,33.5,14.7,50.4,0,15.4,2.9,74.8,9.1,1.8,0.9,1.4,1.9,1
Clarence Weatherspoon,82,32.4,15.6,46.9,0,25,3.5,71.3,7.2,1.8,1,0.8,2.1,1
Robert Horry,79,29.5,10.1,47.4,0.2,25.5,1.8,71.5,5,2.4,1,1.1,2,1
Sean Rooks,72,29,13.5,49.3,0,0,3.3,60.2,7.4,1.3,0.5,1.1,2.2,1
Walt Williams,59,28.4,17,43.5,1,31.9,3.8,74.2,4.5,3,1.1,0.5,3,1
Anthony Avent,82,27.9,9.8,43.3,0,0,1.4,65.1,6.2,1.1,0.7,0.9,1.7,1
Richard Dumas,48,27.5,15.8,52.4,0,33.3,3.2,70.7,4.6,1.3,1.8,0.8,1.9,0
Todd Day,71,27.2,13.8,43.2,0.8,29.3,3,71.7,4.1,1.6,1.1,0.7,1.7,1
Bryant Stith,39,22.2,8.9,44.6,0,0,2.5,83.2,3.2,1.3,0.6,0.1,1.1,1
Doug Overton,45,22,8.1,47.1,0.1,23.1,1.3,72.8,2.4,3.5,0.7,0.1,1.6,1
Anthony Peeler,77,21.5,10.4,46.8,0.6,39,2.1,78.6,2.3,2.2,0.8,0.2,1.6,1
Walter Bond,74,21.3,8,40.2,0.1,16.7,1.7,77.2,2.6,1.6,1,0.2,1.5,0
Andre Spencer,20,21.1,9.4,44.8,0,0,2.1,75.9,4.1,1.2,0.8,0.3,1.3,0
Lloyd Daniels,77,20.4,9.1,44.3,0.8,33.3,0.9,72.7,2.8,1.9,0.5,0.4,1.3,1
Oliver Miller,56,19.1,5.6,47.5,0,0,1.3,71,4.9,2.1,0.7,1.8,1.9,1
Harold Miner,73,18.9,10.3,47.5,0,33.3,2.2,76.2,2,1,0.5,0.1,1.3,0
T.J. Warren,40,15.4,6.1,52.8,0.1,23.8,0.4,73.7,2.1,0.6,0.5,0.2,0.7,0
Adam Keefe,82,18.9,6.6,50,0,0,2,70,5.3,1,0.7,0.2,1.2,1
Lee Mayberry,82,18.3,5.2,45.6,0.5,39.1,0.5,57.4,1.4,3.3,0.7,0.1,1,1
Hubert Davis,50,16.3,5.4,43.8,0.1,31.6,0.9,79.6,1.1,1.7,0.4,0.1,0.9,1
Byron Houston,79,16.1,5.3,44.6,0,28.6,1.6,66.5,4,0.9,0.6,0.5,1.1,0
Chris Smith,80,15.8,4.3,43.3,0,14.3,1.2,79.2,1.2,2.5,0.6,0.2,0.8,0
Chris Smith,80,15.8,4.3,43.3,0,14.3,1.2,79.2,1.2,2.5,0.6,0.2,0.8,0
Brent Price,68,12.6,3.9,35.8,0.1,16.7,0.8,79.4,1.5,2.3,0.8,0,1.3,1
Marlon Maxey,43,12.1,5.4,55,0,0,1,64.3,3.8,0.3,0.3,0.4,0.9,0
Litterial Green,52,12,4.5,43.9,0,10,1.2,62.5,0.7,2.2,0.4,0.1,0.8,1
Jon Barry,47,11.7,4.4,36.9,0.4,33.3,0.7,67.3,0.9,1.4,0.7,0.1,0.9,1
